userid,age,gender,ope,con,ext,agr,neu,text
0121238098698cd71055fb6e8cb4c0e6,-,-,-,-,-,-,-,"Last night I felt like Tony Montana at the END of Scarface.,RROD NOOOOOOOOOO!!!!!!!!!!!!!!!!!!!!!!!!,wonders why so many people are enamored with the president who married his 3rd cousin and had an affair with his 5th cousin all the while his wife was most likely gay.,Yay Football is almost here!,The stars at night, they're big and bright.....where my Xbox is.,is lost today.....,is looking at the list of all my friends B-days and trying to find the pattern.....still looking and oddly fascinated.,https://subs.timeinc.net/SI/si_madden09.jhtml?experience_id=240538&pkw=PSSIGLTX080309SNND1886&partner=yes&source_id=7&_requestid=297031&_requestid=297031 If anyone was getting Madden 10 this year....,Burrito for breakfast pancakes for supper!,it's not confidential I've got potential.,is wondering how he can take over the world today...,Yay socialized medicine where my chances of surviving prostate cancer dip from 91% down to 50 something!,So I just played an up and down knock down drag out battle and we won 5-4. Now I"
0130b3f8e61ccbdc1fb39274f83c8077,-,-,-,-,-,-,-,"I am leaving for Georgia in 1 WEEK! I am excited!  Oh and Sasha was weird chasing those fireflies with my broom yesterday! But it was HILARIOUS!XD,Going to Jekyll for a week. bye peoples!,I am sooo happy to be home! XD,My Party is tommorrow!!!!!! WWWWWWWWWWWWOOOOOOOOOOOOOOOOTTTTTTTTTT,My Party was RAW and my friends are the BESTEST!!!!! :),Had a Kick Ass Birthday and now......?,My fam was crazy on the 4th and i luved every second of it!!!!!!!!!!!!!!!!!!!XD but got alot of mosquito bites tho...,It's My Birthday Today!!!!!!! WOOOOOT 17 Yeah! XD,SCHOOL WAS THE BEST!!!!!!!!!!! XD,Listening to my jams!!! F*** YEAH! XD,Feel like slamming my head against the wall!!!!! Fuck my Life!,WOOOOO HOOOOOO! Had some fun last night. :),Going to KiddieLand for the last time. :) Good memories!,school starts 2morrow..........:( oh well i guess summer has to end somewhere....... X(,SOOOOOOOO glad that she will finally be going to school on Monday!,It's just not the same living without the ones you luv...... :(  I luv u puppy! RIP,"
0186593760e59fa8d08695dfa8df2ff5,-,-,-,-,-,-,-,"class... meh!,playing the lost vikings =D,FML... my bike got stolen,Orientation... And no internet on my laptop for sc!!,there's just something fascinating about anyone who, upon seeing bears frolicking, inches in for a closer look rather than running for home.,Can someone tell me why all english professors suck?,i should probably stop starting my hw at 2 am...,All along i've been pumping my retard,in one of my classes.. we are having a talent show.. and some guy is doing bollywood dancing XDD,WHAZ UP EVURYBAWDY?! MAI NAME IS TAI MAI SHU!,\Six weeks ago I was Heroes Season One. Now, as far as the 'net was concerned, I was Season fucking Two.\ - Kick-Ass,Foxer is about to scrape HopeTorture tonight... too bad it has to be a TvT.,GO BOXER!! (the real boxer not the fake one...),DAMN YOU BOXER!! (i can't believe i was rooting for a terran to beat a zerg... that is how amazing boxer is to me),sometimes i do,don't leave facebook open when adam is around.... especially when you are also sleeping,Is there anything ne"
019061e0c53c55f9242522fec827a87c,-,-,-,-,-,-,-,"\MAN IN THE SKY FORBID!!!\,Breana Goldstine  MAMA LOVES YOU BABY GIRL!!! So glad you called me today. Next time I see ya, I'm gunna TACKLE YA TO THE GROUND... and smother ya with HUGS... Teehee!,\One loyal friend is worth ten thousand relatives.\ - Euripides,There?s nothing wrong with unusual, So what if I trip upstairs, fall over nothing and I even choke on air!! Unusual is Exceptional... and I love that about me!,Brain is booting up... This process will take time as the coffee must enter the bloodstream and slap the brain into consciousness. Please refrain from expecting witty come-backs until boot-up. Thank you, Brain.,\Once you go Purple, you never go back\,Any parent who turns their backs on their child because of their \Preference\ is NO parent at all. A parent should NEVER turn their backs on their children for ANY reason at all! I love my Daughter & accept her for who she is & what what she chooses. Nothing will EVER change my Heart & my Support...It's Unconditional... For my Daughter....As it should "
01cfd178c71c76b52eb3145525196018,-,-,-,-,-,-,-,"is leaving the country tomarrow, whoop!!,Damn Untouchables DVD deciding to not work halfway through! Grr!\
So so annoying!,I WILL defeat this Classics essay!,Back in Ireland.....:(,Change\
your Facebook profile picture to a cartoon character from your\
childhood and invite your friends to do the same. Until Monday\
(December 6), there should be no human faces on Facebook, but an\
invasion of memories. This is a campaign to stop violence against\
children,My back is really in need of some TLC.. >_<,Whacking my arm against a wall was far less painful than I imagined it be be! :O,Rummaging up old photos and having a laugh! :] Love it!,Climbing knocknarea tomarrow! 8D,Looking forward to Friday! :D,I hate how falling down stairs results in my ankle swelling like a balloon. :C,Not sure when I start back to college. :O Hope we get mail soon!,Dublin Zoo. Awesome! :D,Depression is not a sign of weakness, it is a sign that you have been trying to be strong for too long. Put this as your status if you know someone who has, or"""
01d106c31e4c41908ddf7d10b58a2eb0,-,-,-,-,-,-,-,"so sick its not even funny =/,today is so beautiful i wanna cry =,],yea umm my uncle died =,[,why is it that we alwase want the one thing we cant ave,feelen dizzy,wow i just luv how i can mess up all da gud things in my lifeee...,Damn i lost the game,Ahh the beauty of nature.... Fucken hate it im freasen my ass off,Damn schools comen soon... cant wait to see how much sum  ppl ave changed =],Life is fun when yur alwase loosen shitt ;D right shivam?,Wait todays friday rite? GOOO FRIDAY =],i got a question: Why is it that the people who yu hold closest to yu, are alwase the ones to hurt yu the most?,have yu ever loved someone just to have them bitchslap yu in the face and then be totally oblivious to it?,=O Meteor Shower to nite 1-6,there waq but still i luv my haters =p<3,Gave blood today =D feelen kinda woozy tho...,=D,Well this is going to be a fun week ;P,Feeling somewhat empty inside.... guess im just hungry =],OKay honestly if yu dont wanna talk to someone yur better of telling them - saves us both alot of"
0275c156b77afd6498e5d8d2827e8fbd,-,-,-,-,-,-,-,"finally has a job. yayness.,had a good time today and is looking forward to monday &hearts;,wonders why some people chose to feel miserable when they are lucky to be alive and have a roof over their heads,is going to make it through it,is all alone. no one is there to comfort her in anything. :( fml,feels apprehensive,they took away my internet access because i downloaded copyrighted material :'(,is missing you &hearts;,Sometime I wish someone would take me far away from this place :(,Why do I let people suck the life out of me and make me very unhappy while they couldn't care less about me? It is time for me to put my happiness first.,wishes deleting you from my memory was as easy as deleting something on facebook,feels much better thanks to Blake Walton opening my eyes a little,love is the best drug ever until you realize the other person won't ever feel the same way,it is often the desire of instant gratification that causes problems in my life :(,is excited to go to the pub tonight :D,\overthinking... ove"
02dd18f7ad9a684f38e5c3fafd6115f2,-,-,-,-,-,-,-,"just went to the doctors... apperently i have H1N1 or A1 flu..  A1 being the worse of the two.. and the 1 i more likly have.. yay for me..,advice: never play chess against a drunk person.. its infuritating.. you dont know if there moves are out of stupidity or genius,is pissed,is a cashier for foodland now,spent 1 1/2 hrs looking for parking last night,isnt as pissed,happy b-day 2 me~,I CANT TAKE THE BOREDOM ANYMORE!!! DAM U FLU!! DAM U!!!,deadspace is scary,Three Swedish switched witches watch three Swiss Swatch watches switches. Which Swedish switched witch watch which Swiss Swatch watch witch?\,RENFORCEMENTS FTW!!!!,had an epic birthday game thanks guyz,Hallucinated all night long..,\The ESRB's description includes possible examples of the game's level of violence as \a club can be used to hit an animal; steak can be attached to a baby to attract lions; rockets can be lobbed at a man\.[42] These examples have led several gaming journalists to consider this ESRB rating to be one of the funniest in existence"
02e23ec1c20e1c1ff45201c9a64f0756,-,-,-,-,-,-,-,"Life is something that happens to you...when you are too busy planning for other things....,WANTED: A Goose That Lays Golden Eegs!!!!,One Week Into College...Still I am Asking The same Question...When Will our Classes Start Regularly??????,Its a miracle: We Had All classes Today!!!!,Breaking News: We Had Classs today in The Last Period!!!,Shobai Naache Pujo Ashche...ami Naachi college aasche...err college khulche...,Sweet November Rain!!!,Hazra Law Club!!!!,If you travel in canning local u r bound to smell different after u get off from the train....,plzzzz vote for me in orkut.....,I have only one new orkut invitation left to give up....who wants it??????,I Have Got The New Orkut!!!!!!!!!!!!!!!!!!!!!!!Hav you????????Its Cooooooooool!!!!!!!!!!!!,May your troubles last as long as your new year resolutions!!! HAPPY NEW YEAR!!!,Lyf's At a crossroad..but I am stuck in a traffic jam.......,hate it when strangers sms me and ridiculously ask me to be their freinds...,Imagaine there is no exam... No internals to stud"
02e8203b9183dc1a49f05524bf2fb12a,-,-,-,-,-,-,-,"Blahh, that would mean the 25th wouldn't it? in which case I got Cheney A level importance etc day on the 1st July, and Orthodontists 3rd July. In which case, are you gonna take Chris back to Oxford? In which case, can you take me and girl?  And if Chris ,*yaaaaaawn*,Is playing Paranoid Android on his old battered acoustic,Radiohead is on my mind,Is interesting in knowing if anyone would like to see him play the song he's been working on (Paranoid Android),Is trying to neaten up school work :'(,Keeps dreaming about super powers...,OMG my mum's playing Lynyrd Skynyrd,Might be getting a job,I remembered what fucking Kowalewicz is!!,Gonna start watching Being Human from the start :D,Is REALLY into robots right now,would like to (lately) thank everyone for wishing me a happy birthday :D,Lynyrd Skynyrd is on my brain,Trying to write songs...,Really wants to watch Wall-eeeeee,Spent the last hour reading about fatherhood, talking about law, discussing bad parents, learning about forensics software and memorising Edg"
02fff6a40fd231b62a793466253b3e0f,-,-,-,-,-,-,-,"got a FREE copy of Dracula! The best things in life are free, right?,got stung by a school of jellyfish. It looks very cool.,is all depressed now...probably shouldn't have started reading Wuthering Heights again...,just discovered Priscilla Ahn, Assemblage 23, and Chase Coy on Youtube at the same time. Needless to say, I was VERY bored...,is very thankful for air conditioning and ice cream.,just discovered Wuthering Heights by Kate Bush, and definitely has a new favorite song...wow... Disturbing, much?,cannot believe they left out the fight scene and burned the Burrow down. That was dreadful.,recently realized that driving on the interstate for hours is really boring.,'s car is full of boxes of random stuff, read to head out in the morning...,is mad at the music industry, what else is new?,is very excited because she finally found her FAVORITE Sixpence None the Richer CD, which has been missing for, like, three years... :P,went to see the ocean last night, which made being stuff-less and homeless and all the "
033360af96ab0e50b684c36138ab79f7,-,-,-,-,-,-,-,"is feeling good this morning....,is asking someone to take his crispy skin off....,believes that the weather will be better soon!,is back to work...,hopes the typhoon getting weak very soon...,is now a roasted chicken.....,????? .....please go away!,is asking someone to his crispy skin off....,is enjoy the sunshine in Singapore......Wahahaha,....Singapore...I am coming!,had some sunshine at the pool...,is now back to office...,loved the day!,feels really hot outside...... I can't breath!,feels great!,is good! Thank you all!,is not in a good mood, how long do I need to take it off in my mind?,feels great to work with TKP's Teacher!,loves \True Blood\,had a nice afternoon,is overreacting?,needs to work hard!,loves his life,just finished clearing the snow on the path....!,is not so good!,hey my dear friend & family, Wish you all have a wonderful Christmas!,...happy new year!,it is unbelievable I wrote 2 articles here,would like to take a weekend off of my writing,Happy Mid-Autumn Festival!,is busy!,???? - ?????,"
0335eac1d310ee75fffe86c52f518ea3,-,-,-,-,-,-,-,"Wow aparently m wrytn ka 1430, damn u Statistics, damn u!!,PRETTY WINGS, woww!,(^^,),Daddy, Grandaddy, BABY, Kofi, happy fathers day to the most important men in my lyk.I cannot bliv 2 xplain hw mch i luv u nd m truly blessed 2 hv u'als in my lyf!,I am hopeful yes i am hopeful for 2dy......,Miss my lil sis nd baby brotha, awww!**tear drop**,Bathong whts wt ths thing of pple sayin thy r in \open relationships\?It realy pisses me off, its eitha u in a relaxnshp or not.There is nothing \open\.Jst stop it ppl nd make up ur minds already!Arrrggh!!,**Phisego!!**,Yeah is on now!Lord plis take my hand......,M nt very impressed with ths weatha pple!Not at  all!,Yayyyy!,OMG i sooo luv twitter!Even my moom is on twtter!lol!,Uuuusa!!!!!!!!!,I refuse to comment!!,Banyana Bameeee!!,*Blush!*,Wow 0830 lecture i rly luv thse, when my brain is stil fresh nd m in a very butiful mood, ready 2 learn...NOT!!,Mmmmh m seriusly craving su'in.....yyummy!,*ssSSss mmhhh...*,If i cud hv a perfect b&*%$, she'd b jst lyk this.......My Gurl"
0348bc1b4abad180f9067a4f384f5571,-,-,-,-,-,-,-,"cant wait for the weekend:D,friday:D,Cant wait for the mocks to be over:D,666.67  for car insurance for the year for me ... haha beaut!!!!,wants to fuck her ipod out the fuckin window .. peace a shit apple ipod!!!,fuckin dope!! hahaha,thank fuck that oral is over with :D,yeh well fuck you to ... your nothing but an asshole... and im sick of it now!! >:(,Silly Fuckers >:(,town tomorrow any1? <3,:(,is kinda bored :/ ......,what a night!,emma \ alice these fags taste lik mint\ ... me \emma thts cos there menthol ones lol\,Hahahahaha this bus driver is really funny XD,yay im getting credit tomorrow ... after a month with out credit :) cant wait <3,Is it jst me or does every1 else hTe Cher Lloyd??? Whinging fucker lik,actually cant wait for thursday<3,im actually mad to go out tonight :(,is any1 going out at the weekend? .............,hate it when ya get hair dye on yourself and it wont come of for aggggges :(,Is a Single pringle (: and I'm loving it now (:,hahah spent most of the day buyin drink for the ppl who "
0349ce3d9034717cb0e405422fff2bb3,-,-,-,-,-,-,-,"? love of the ice. MWah.,? te amo, sunshinee. love of dollyface and love of the ice. mwAH.,and my ipod lives :P doesn't matter what changes, i still live under the same stars.. (L),thursday <3 just back frm the gym (Y),loves Michael Coogan so much <3 <3 <3 <3 <3,kyle logan i have  not blocked you  on msn, it keeps saying your offline on facebook so i cnt reply,with or without youu.. (Y) hmm..,is sick of sitting in looking at my mother! argh,has just counted up how long iv been in town; 8 HOURS :O woahh <3,CONGRADULATIONS TO EAMON FEGAN; who now works for riverisland ;)daaaayum!,offically loves owl city <3,SMILE, like you mean it and laugh like theres no tomorrow <3 love the world,got her national insurance number today :D yaaao. happydays (:,dont give up, dont look back. cos hes a shooting star making all the other stars stop to look at him. I miss you <3,EAMON FEGAN ONLY! for the parc'!,loves you <3,- Who am i to rate the morning sun. (8) i love MYDOLLYface. and my DOLLYdrop. <3,Debbie philips tribute on the"
0351905506e39847450f2a13db29b7e1,-,-,-,-,-,-,-,"Maybe   \soon\,..that i miss you baby..i realize, it was just my mind played tricks on me,Absence makes the heart grow fonder,Every time i miss you...I cry out for you... wishing to find you beside me saying here i am baby..but i hear nothing just the echo of my voice,Thought i heared your voice yesterday..when i turned around to say that i miss you baby.. i found nothing and it's just my mind playing tricks on me,Dying without you,If one day... my heart tried to remember me ...with any memory had linked us together...I will make it stop beating forever,How many times i turned to talk to you ,kiss you even cry on your shoulder and found you not there...,I wish... i can always find you ....whenever i feel that i need you ... But this will always be just... a wish,I will always remember... every word we said...everything we did...the time we were together...untill i breathe my last.,If oneday...you heard that i died...you must know that...i was always thinking about you,crying out for you every single night whe"
035f224eff97343949720739c1eb706e,-,-,-,-,-,-,-,"Tiffy Behrmann is the bestest friend ever. \
Shes amazing. \
I just wanted to say that I lum her, \
And I should log out of her computer before I leave. xD\
~Lum You Jo.(:~,TIFFANI HAS MY NERD GOGGLES XD,Travis is a sexy Ginger.....Lovely.,Who Wants Cookies??????,Ok..lol last status update was a lil depressing....lol. But i was just angry at everything cuz the popo just left and it was like 1:30 A.M.\
~TRAPPED~,BISON HAIR!!!!!!!!! :D :D :D,Facebook mobile is the scum on the bottom of the foot of the dirty hobo that facebook is -.-,I like to imagine that buses are magical rainbows that cart me to a world or wonder filled with Dinos, Zombies, and Unicorns. (they're real!) Not school.,Yay!!!!!!! getting a new phone!!!!!!!!!!! Maybe..... =P,Hmmmmmm.....I'm feeling stabby today.\
~GunPwdr&Milk~,Gah....Why is it that after some of the best days are over im sad that there done?,=^{D MUSTACHE!!!!!!!!!!!!!!!,People that spread rumors are almost as stupid and fake as the rumors themselfs......,Come on boys and girls! Watch t"""
03899bfaaf7682827372c777685a62a4,-,-,-,-,-,-,-,"just peeked outside.  It's snowing again in Fayetteville.  Goodnight.,It's 2 degrees outside.. but feels like -15 according to weather.com.  Yikes.,Time ... thou ceaseless lackey to eternity.,'s fig tree has decided to sprout new leaves already.  So soon!  I gave it a strict talking to earlier.  Jumping the gun like that... why you'd think it was a daffodil.,has an html script question.. any takers?,loves being able to drive with the windows down.  Hooray for amazing weather!,is in Little Rock.  (An update for those of you who have previously expressed a desire to know such things.),is going to CA for a few days next week with her mom to visit Grandpa B.,dances in the snow.,is archiving her old Xanga posts.  Reading through my high school thoughts is bizarre.  I started the blog in the 11th grade at ASMS.. about 8 years ago.  In a way, the memories brought up by those posts seem so fresh.  But at the same time I feel a thousand years removed from them.,Seth says Russell will find a hiden idol during the premi"
03a144ef9e19eb26108c7d2cd2f05154,-,-,-,-,-,-,-,"got my a$$ handed to me in some poker.... damn it,I love not going to my astronomy class until the day the hw is due and end up making a 100 on it......WIN!!!!!!!!!!,india foxtrot yankee oscar uniform charlie alpha november uniform november delta echo romeo sierra tango alpha november delta tango hotel india sierra charlie oscar papa yankee alpha november delta papa alpha sierra tango echo tango oscar yankee oscar uniform romeo sierra tango alpha tango uniform sierra (lets see who gets it and follows the instructions),I am going to enjoy Fridays... one class from 10:00-10:30ish....AWSOME,WOW...I'm done with homework .....time to chill,According to Urbandictionary....I'm A FUCKING sexy beast WHO EVERYONE luvs and is friends WITH!! And is amazing at soccer!!!!,in Nacognowhere...but gonna have fun!!!!!,Can't believe I went to my only class today that lasted 25mins.....why did I wake up?,finally went to Astronomy and found out the homework was do..... good thing I did it two weeks ago :),Having fun at TMEA...love"
03bb4c60b503f3728c26b9c13f8c1c2d,-,-,-,-,-,-,-,"Work, then roadtrippin to D.C!!!!!!!!!!!!,blowing money,irmoville,Charlotte for interview! ahhhh,about to watch an old teammate Blakely Mattern the #1 defender in entire SEC conf. on ESPNU!! Get it giiirrl!!!,long weekend ahead...Dyrtle I goooo,should i still be a gamecock fan when i want Bama to crush Garcia?,has O.D'ed on orange juice and is dying for a fat fix of wasabi.,Last night out in the Dyrrrtle!!!! Getting ready and watching my Gamecocks open a can of whoopass!,tough game considering i love celtics and Lebron...,At the office- I ran into a wall. tripped. ran into the wall again 30 min later. Office Depot run- plastic bag ripped on me and stuff fell in puddle. That's just a typical hump day.  Thursday....Game on Monica Kinolta aka the \chicanery\ copier.,self-destructing w/ last minute late night home videos of the good days...,survived 1st week of a full-time job. Weekend calls for some buzz worthiness.,got the hookup on Big SOUth!,got sidetracked- looking for a new hairdo, send me ur ideas!!,watchi"
03e0b05e3d46e1c1d7488ee2a26ebc01,-,-,-,-,-,-,-,"is boating and beer.. now this is summer :-),is single and ready to mingle,one benefit to living alone is I never need to put on clothes :-P,finally a half-way decent day to take boat ride!,is blueberry picking.. then making some homemade blueberry pie :-),its finally nice on my day off.. going kayaking!! :-D,I beleive in being a law-abiding citizen.. i just dont beleive in all the laws,doesn't have a working phone bc my Dad is a piece of shit.. send me a fb message if u need to gt ahold of me,is in NYC :-D,likes pissing people off,needs a roomate,is boating to a party on Money Island! Happy 4th!,neeeds a life plan ASAP,\though the course may change sometimes the rivers always reach the sea\,is painting the new apartment,is sitting on my ass watching tv and getting paid!! :-D,Birthday celebration take 1- BAR night!,first day of classes + moving all my shit into the new apartment = not a fun day for Danielle,fuck my life,the grass is always greener on the other side,thanks for all the bday love.. celebration t"
03e11d77c563495cec8c78bcab0aa61b,-,-,-,-,-,-,-,"learned how to do two person somersaults !,only one 3 hour text to go!,had a fantastic row yesterday and can't stop thinking about it...i wish i was on the water,i just dont know what to do with myself now....,is back from and amazing weekend in Van with Laura!,vs. chemistry round 2,is eating poptarts <3,its already the weekend?,is listening to party bus cds...good times,rowing + boxing = a very sore/tired emily,feels horrible...i hope i manage to fall asleep soon :(,just got home.,any one want to go swimming on Monday?,remembers why she loves regattas <3,vancouver tomorrow :),is eating a fudgsikle mmmmmmmm,BC Champs tomorrow :),work and then the Hangover,had a fantastic day with Struan and Katie!,wants to learn how to do back flips...that would be cool...,HAPPY CANADA DAY!,is so full....chocolate makes everything better,LUMINARA IS TOMORROW NIGHT!!! I HAVE TO GO!!  who wants to come/meet there?,loves ice cream, yummmmmm,one week tomorrow and I'm gone,Good Luck on your exams!!! Just think, this is the last ti"
